fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
6.997914191294188,0.5547499797334725,0.3375500625525527,5.184071414079449,0.13219852657030826,9.840419031455543,16.914150240162737,0.9976750949294144,3.1072870580671577,0.9685938866706936,11.679874215829383,5.257130595563933
5.336905052,0.7702444996002161,0.24866311762265844,4.2840374542068504,0.012424322294095014,9.605365002261568,46.64028557392779,0.996835347,3.241629178630515,0.7637262537970205,9.285254633135503,5.521041193122933
8.529083554756241,0.6199357782521621,0.4095989974023604,0.9531410612544751,0.015262994824861806,29.239621939887368,57.399369622985425,0.9953340351200469,3.5505900657764107,0.6777565009010648,11.679721892867269,5.690548376275395
11.907597897897126,0.8421313247570106,0.22247711045922744,3.908650648992367,0.11784135556576644,30.191022751764876,14.72632203772563,0.9980414873890224,3.474519610639396,0.3600302247974484,9.162022876553648,3.9892009267885875
7.850574025765952,0.6563034168609982,0.5636364722933054,2.6432738134165215,0.16411782409913328,1.4388439389502778,6,0.9966418421162987,3.3704077027006734,0.6526068550290025,8.4,5.564051893692818
6.048430228856935,0.6477318812937635,0.3423893650665585,1.213642620133005,0.06328124,4.795382122637916,44.405943127423534,0.9985493517067181,3.1589304360902513,0.7435882454452409,9.857904761,4.995722645140324
8.133287107651046,0.3424503288408808,0.163124095,0.9,0.17993692333601707,16.243784115078665,23.45009473907264,0.997150531,3.293771265246065,0.6206929536287789,11.07748066,6.247762591068916
7.395983678428603,0.42471466900446714,0.2173952263056941,0.9,0.016153616643128713,30.172641221604746,100.57953906218182,0.9962766650012989,3.400125787089044,0.7109079166205214,13.704046580389374,6.5401569980395475
8.096920425744884,0.3567217242198617,0,2.8256745927382196,0.051868665336130326,1,25.198567544203776,0.994705437,3.571585028577778,0.8075929353139517,10.414486929053712,6.831180173153373
8.454342948880848,0.37359921853855993,0.5676819124176531,3.298629895580944,0.038648238076313596,13.883949375960714,17.664045806018308,0.9941368742908707,3.454102473183785,0.9818082905320784,8.932574990004507,6.0906592651333735
7.186805891780652,0.4405959857179289,0.15557659952236574,1.3206406741127859,0.089750227,7.183053174,55.364557411629995,0.9966518630847438,3.2742228514960305,0.5043104678884811,9.808336605,6.246053383091912
9.191782344355499,0.35277975989314736,0.2903256558348033,3.598207292233994,0.012,21.55855472958147,24.670568812677537,0.9978235894157373,3.1932763127634827,0.3522087296269963,8.688563900313566,5.674854448
8.771839164777996,0.3658938454681938,0.395374147,0.9,0.084356476,3.2075022836435902,25.025432097407833,0.9968361362962266,3.1782770179253914,0.592963994,11.495356739072504,5.1701422702129785
9.774657732700785,0.32553553764529874,0.3741820662160844,4.571313551410429,0.012,7.539272365,65.45076724121753,0.9963634647232341,3.368413095100676,0.5557691383095243,10.515259043875455,5.510302336306265
10.35285832122727,0.573377034,0.33674099231941035,1.9580886118388539,0.064517207,11.350295282971668,59.443423584925696,0.9959521408697912,3.355850511521509,1.009943763844182,11.35131247064011,5.372735872858182
10.411066410459181,0.4547506572549302,0,1.117476327272022,0.012,12.198035606064543,47.073670930036045,0.9999106762354298,3.361586357,0.6210097741619053,11.306853754517071,3.8503772113981727
8.729864912915918,0.6658514063801707,0,4.151416422132001,0.10339797723654792,11.530945059074131,67.28335717978123,1.0010322349037661,3.3391908839510687,0.7002239648827479,9.933457095438234,4.949714172760919
9.765331906290548,0.3745303962226444,0.2849167941662541,1.8653428664129073,0.11000987174398705,19.36507982,80.59800549579131,0.995784108,3.2694481585213255,0.49224156183223994,9.949514190350124,5.9407188618511535
9.637627367,0.36269786269261817,0.44037583208707876,4.450157359099118,0.10692498017022864,35.50650063,21.01374558791619,0.9943976000921146,3.0365028644666605,0.9117387956003887,11.12031938109734,5.591134033
8.807089617772517,0.3262907769832211,0.7474108771967649,2.7209980737892194,0.092615241,23.466554635570514,62.29074712526793,0.997169223,3.1890746389745868,0.7380660202173256,12.428595608582638,6.722542626952511
11.093528643027947,0.4362823850400953,0.078199465,2.361454995272156,0.090089251,27.320336864381918,6,0.9996334514265128,3.286718914858894,0.5857895222159101,9.344416292285858,4.299610838731416
9.752856546222924,0.540948806,0.019689759278152197,0.9,0.071662733,33.33314896665964,37.928450635365465,0.9939097464415851,3.273173792808548,0.6119202944559314,8.4,5.592175639137034
7.917558013020931,0.6524830185338117,0.6311543600639471,4.127181149458681,0.074811214,4.300487129542116,131.11929809754741,0.996858444,3.313263689884391,0.6540594723785268,10.634075622454828,5.519441457094005
7.320836465266885,0.4299001125882926,0.2645952354642773,1.772615670386833,0.053916239540172994,16.98819871413117,38.08023406859855,0.9995852162081774,2.9018393384635224,0.8431668726981776,11.750895708311322,3.9616159257340353
7.722985164974476,0.4613104212447734,0,1.442139930452267,0.035196954,34.20394571791053,77.24723672015062,0.999146528,3.4225295945346197,0.46676668748699535,9.864018870650211,6.031226454302542
6.191795044952576,0.6554898007891157,0.22415994884750684,2.0103351295882943,0.12092808720907416,20.521985800212786,34.59369321992525,0.9989347216760751,3.1442116502623327,0.762554227,11.055031897816344,5.386042269502623
8.887466277541419,0.30379648597048886,0.450977124,2.2781067930058363,0.062864425,26.847722991173782,23.298178125584656,0.9940884423471841,3.070790720481263,0.7608717594810406,9.058471063,7.053140668466128
4.694797646627688,0.831587488,0.31208205237955716,2.402446973291317,0.06181976,20.049948234583923,45.229786622321775,0.9988289782777523,3.328748398618518,0.6836260406393677,10.035493367526408,5.590034968627529
8.855549799826965,0.2215982663786903,0.008347556,3.5867544052265328,0.095508375,13.950427248063015,47.07418257982875,0.9974026819287477,3.227781606806913,0.5262207598232358,10.631689053862761,4.845918558201036
9.030444643,0.22295639634902514,0.4714562984742285,3.2051339547462976,0.099516658,26.154023771028186,101.25411463114274,0.9986611342399543,3.0269071308400224,0.44125161624244835,9.757134211660247,5.657092848872147
9.220931487880188,0.3978690403459946,0.3073579879057437,1.473769911441811,0.058685272,1.1610259497842144,16.09773517025985,0.9941955989234181,3.1604515740262507,0.8367484815397835,9.411239496376389,7.761853823339711
9.178551254186008,0.5609172144462031,0.10376653787609277,3.5261920527685464,0.060373973,17.15116363918921,130.68260394845987,0.996565382,3.488545441800523,0.5389555310848314,10.38569701438614,7.066066991273322
7.228027237394174,0.8523570154089446,0.4088464917836398,1.7457678135657293,0.11723100282065914,26.04799403092384,66.92243284120495,0.9937831407454719,3.198853057671794,0.6161927067222909,10.343661822048873,6.137258332149259
8.629031831748303,0.28871414700678966,0.34503858357111705,3.3996874784504767,0.1138132480827308,27.18005786538753,73.89993223375986,0.9976133053289401,3.300280559597799,0.37660437196942653,10.880813323147136,5.803744743233405
8.792482186818075,0.2992062905556806,0.060384566,4.023675262303866,0.085604866,23.003526095693786,47.39933454174143,0.9968028389468897,3.4559715156282174,0.5706756598133654,10.52541591037452,5.262703118168565
7.5631374914730305,0.4724602438596979,0.31424752112647814,1.8638043883058786,0.14656908288963116,6.517189019,40.32058899975024,0.9959167598176442,3.534506996106322,0.6914662495173778,11.522586389664507,4.436329355925748
8.784597507955798,0.6871175398907197,0.28700462445719727,4.041056181098629,0.063120204,30.616917275482027,122.09079208923953,0.996061882,3.2423336363626616,0.9045076559262645,12.106281943340878,5.213776734883457
7.588051553124417,0.47736424412293066,0.009075121,1.2435723471705988,0.040206353,7.843638774114453,45.326821745149964,0.9971887205916904,3.550489485664108,0.48892086501967763,11.471943584589297,5.4632116630306236
8.233516191,0.6486534914449038,0.052268083,3.0779757348135997,0.095300665,21.02603934764779,55.98008874052879,1.0013806504954124,3.2126547740511397,0.5681411530129881,9.758922456500338,5.187436168
7.209884892720442,0.7407254611142939,0.547691453,1.734094289022479,0.048291475,20.806002543953312,28.302236144214728,0.9979412328846013,3.3424417635841217,0.4012196362622266,12.07210924,7.086318440365111
7.252713140503152,0.4583987861985113,0.32666251301412486,3.010365516,0.11846112666885468,36.90197684306132,40.647055906279235,0.9952400256796078,3.098164976160695,0.5342510996646586,10.387680773370185,7.085252602483863
7.418426146322638,0.5678919172340996,0.2677764109216361,4.214354525403811,0.2063973793713244,10.32195113102451,30.367523096116667,0.9987173594510506,3.4163880122785586,0.9711786239993361,11.045256451675387,5.3458692016132785
9.348024224298527,0.7263446479536536,0.4308064718741408,3.254025393757198,0.13766990800052542,28.105937246309423,91.93436086100931,0.9979710113715254,3.2853124261057562,0.6830178368787347,11.70872060726269,4.976290231952837
8.961533013966372,0.4573893814530726,0.2765751339583145,4.341330657259026,0.096460677,16.360655408990784,6,0.9981551088678233,3.4107672166248704,1.0248356172584394,10.094993827058905,5.813001621400539
8.753838286805728,0.8102788304109846,0.25241193165747394,2.9322057818297846,0.11607737440918138,17.82688255,31.782213761571867,0.9971129918081821,3.4768674062163964,0.48414733512068553,10.564684585553666,5.070626339804261
10.400328558907766,0.25507911627939084,0.16209699818691042,3.070647110472472,0.16114840282846016,15.187163774511916,28.204323789460563,1.0002970507841502,3.0875594485308873,0.33,10.891892249412775,5.230578865394414
6.541572575438351,0.6546586087091844,0.3184682660989556,1.743495214195491,0.027208628,25.000962429412468,67.85637109535382,0.9965595011993716,3.5962089535272384,0.47676200638155697,8.797280394499829,5.077258701729377
8.240267628061144,0.5713928026251182,0.22398255130250927,3.0351782854861185,0.028562460611435282,30.976926212202823,43.76540270073321,0.9988553895339272,3.3640253504074376,0.7355717016237091,11.030165634187348,5.997578265048909
9.438679504078062,0.7658181716409489,0.30925815713816757,3.538449795559791,0.083243104,30.938773954668115,24.21764811936804,1.0001456552023646,3.3049133517095903,0.41562247699413024,10.559499836508484,5.086026008613913
9.783278661297876,0.4109618561631237,0.18405856947444849,0.9,0.066178608,1,6,0.9981818355740247,3.4324301043620866,0.7302668692688337,9.392507986,5.597492280922733
8.313364906,0.3204040742717941,0.5638393089135629,3.775823215275868,0.077066796,16.156151922289162,53.32261245336521,0.9928932436325627,3.2729523534558758,0.5425477530207523,9.355589140571851,5.4090145080361225
11.449582666341277,0.6425696459678887,0.15970929288438793,3.3461060332644195,0.15332762783087445,25.546735288982173,48.429352737516524,0.9955256934279308,3.4189094248493817,0.7248473622225827,11.376961508519665,6.1489678500908855
10.14700964161923,0.4319814541859226,0.527605472,2.8174067306430106,0.18513932130832403,8.665909067243788,103.57288495793438,0.9971202029159447,3.210543072994784,0.5761268168299025,10.081599373171766,5.978565969761631
9.229944216500915,0.42509395984238874,0.26623130748261536,5.559252593,0.16877388262475124,20.43893590057512,47.71792912,0.9969732183729243,3.405832066711979,0.48477836455288936,10.148705282186338,4.288525008379718
9.014723182175302,0.6437072263130549,0.17685033732132743,4.758013606,0.029775510465689277,1,53.85120777150598,0.9987229033540149,3.5710888391847058,0.5803647576465436,11.57249830979439,5.6049242509315675
8.019076516960522,0.6860484,0.3980488484265431,0.9,0.15696035907842615,30.310894023200945,25.889704322554074,0.9974936926221915,3.3873847697631723,0.7023348657300819,9.836540751869922,5.0936400071128265
8.275145174,0.7378090240613603,0.376869538,2.016265957,0.12378677446595426,1,84.25681283351223,0.9934632582898285,3.25515722,0.46835698105083734,9.043283036952415,6.573470752383603
7.505324433707775,0.5898653953712664,0.26183542762271655,3.2113987512720934,0.091082187,2.454621770083591,79.24031266290805,0.9958147956101505,3.070798019080418,0.5855803351748261,12.022294171465598,6.322635610000153
7.712600325770923,0.465282532,0.20832073594953354,5.466870757987243,0.10544244899613119,20.37322495931546,80.35930089523157,0.9971973540621244,3.271120594593055,0.6248661731655231,10.346679973469515,5.605962973387369
9.586510393,0.5371219277651611,0.41369473010641283,2.4250009322770927,0.091167531,1,76.61068856,0.9974006186396616,3.4651924485465697,0.33,12.648496336081474,5.523294196269245
10.249090295329879,0.3416152651619073,0.39034466343458485,1.0535653425994487,0.058108667,35.895990232725346,40.19523292482005,0.9971570476187177,3.4454398769150263,0.7421703826946512,10.583279665355017,5.930753866357961
12.50421529968489,0.5175033080699963,0.3101499327872985,4.020152617215455,0.13949845350314694,28.291445150224117,67.47903027797743,0.994589447,3.5632929156812847,0.46383529788925637,10.745491918869071,5.026892388465743
8.207966234191952,0.5866886127462572,0.33357636083921677,3.133683413724453,0.16341634982382378,20.618961811170582,38.43618062881578,0.9985662336216586,3.4947513396395053,0.45006075,11.059613002278892,6.202268192736553
7.801550553,0.7741541678140943,0.2417446107281386,2.7158592688025878,0.079320864,16.037881109283624,10.405467669338215,0.994028822,3.557283195729445,0.5145829830438848,9.366488427,3.897010466
7.207143326969179,0.2909084458444039,0.5908420305874386,3.9625749526737994,0.055078538,39.435753914462595,78.76328663,0.9961336138751147,2.9252387830682984,1.0464795989211446,8.942160783988848,4.307248769851132
10.100030887494041,0.964681857,0.5406335292812127,3.333876794813531,0.11545883430078178,24.801782531461235,71.43299458712497,0.9972773812964708,3.3272004358255183,0.6475388709735462,9.619507494230414,5.409357899498499
5.372036397351031,0.5102118483400758,0.078396938,0.9828239589246541,0.095933314,30.435484243639873,76.6761151,0.9937826200607359,3.158328006173167,0.8176161255881738,9.375978149579009,5.454615646982355
9.277330957685868,0.3544290412139138,0.2915028782079917,0.9,0.059162991806832585,19.21989105338163,6,0.9975780021032467,3.3080813853925646,0.7517997464540199,10.66160114823667,6.737660636824732
